physics_score,chemistry_score,math_score,total_score,rank
46.77,36.67,18.62,102.06,776
35.82,31.85,33.24,100.91,777
37.79,39.67,24.43,101.89,778
33.33,25.65,40.18,99.15,779
31.7,36.47,33.64,101.82,780
30.44,34.33,37.5,102.28,781
33.1,30.58,37.08,100.76,782
35.45,37.98,27.41,100.84,783
41.94,28.23,32.46,102.62,784
27.25,41.88,31.25,100.39,785
20.97,40.59,39.02,100.59,786
33.82,39.57,27.06,100.45,787
21.43,36.58,43.22,101.22,788
43.36,38.68,18.41,100.44,789
25.73,38.04,36.56,100.32,790
28.46,41.93,32.01,102.39,791
30.59,43.86,27.83,102.28,792
37.98,23.7,39.37,101.05,793
45.14,32.06,24.4,101.6,794
23.44,30.63,46.12,100.19,795
40.74,34.6,27.02,102.36,796
26.66,35.28,37.41,99.36,797
34.65,35.62,29.92,100.2,798
36.04,22.26,41.61,99.91,799
40.15,32.36,29.16,101.67,800
34.59,35.32,29.81,99.72,801
20.6,43.59,36.16,100.34,802
29.2,47.18,23.65,100.02,803
24.07,42.23,33.41,99.71,804
26.38,38.88,32.82,98.08,805
32.49,34.26,32.13,98.88,806
39.3,35.49,25.21,100.0,807
35.78,30.21,35.25,101.24,808
28.29,30.99,39.83,99.11,809
34.4,31.99,34.42,100.81,810
27.32,34.79,38.17,100.28,811
30.78,31.2,39.1,101.09,812
27.02,36.15,36.34,99.52,813
32.98,35.6,30.38,98.95,814
40.34,38.6,23.96,102.91,815
31.61,36.79,29.26,97.66,816
30.52,36.47,34.0,100.99,817
39.78,19.53,40.44,99.74,818
39.94,24.76,33.63,98.33,819
32.37,22.1,45.15,99.62,820
44.41,20.42,37.1,101.92,821
37.18,32.02,31.1,100.3,822
13.88,44.46,40.62,98.95,823
29.1,42.27,28.57,99.93,824
22.09,39.97,38.33,100.39,825
35.56,34.76,31.08,101.39,826
18.03,29.27,52.2,99.5,827
23.44,39.35,36.76,99.54,828
37.24,35.99,29.11,102.33,829
24.6,38.84,37.01,100.46,830
37.45,43.55,20.5,101.5,831
38.0,26.3,34.02,98.32,832
24.3,39.29,36.53,100.12,833
35.04,13.24,51.82,100.1,834
28.28,38.32,32.16,98.77,835
46.34,35.03,17.64,99.01,836
39.1,24.22,36.78,100.1,837
21.2,42.42,37.02,100.63,838
31.15,33.27,35.47,99.89,839
35.95,29.13,33.73,98.81,840
24.76,39.75,35.42,99.92,841
33.08,33.46,33.19,99.73,842
34.67,23.51,40.45,98.63,843
34.11,34.98,29.86,98.95,844
36.36,34.91,27.52,98.8,845
48.36,20.68,30.1,99.14,846
38.5,34.77,26.58,99.85,847
44.06,30.9,24.84,99.8,848
37.17,44.32,18.28,99.77,849
35.03,21.16,43.91,100.1,850
34.69,32.77,34.54,102.0,851
26.95,27.69,44.36,99.0,852
28.75,29.46,42.53,100.74,853
41.42,24.38,33.05,98.84,854
25.43,45.67,27.59,98.69,855
42.19,27.19,29.32,98.7,856
24.11,45.39,30.37,99.86,857
35.18,23.27,40.64,99.08,858
34.75,24.87,40.83,100.45,859
32.34,34.98,31.56,98.87,860
22.95,35.81,39.92,98.68,861
29.6,40.46,28.68,98.74,862
21.05,28.2,49.41,98.66,863
39.48,31.02,29.52,100.02,864
27.66,43.42,28.9,99.98,865
29.14,41.78,29.32,100.24,866
30.17,24.94,44.86,99.97,867
33.41,30.81,35.41,99.64,868
42.42,40.25,17.46,100.13,869
28.74,37.75,33.0,99.49,870
22.21,49.82,27.57,99.6,871
41.13,23.07,33.9,98.11,872
36.38,33.68,28.75,98.82,873
33.62,39.6,25.48,98.71,874
48.14,20.29,30.86,99.29,875
28.11,41.07,30.34,99.51,876
28.49,33.27,37.12,98.87,877
39.63,24.28,35.12,99.02,878
34.46,30.36,33.39,98.2,879
28.92,40.24,30.21,99.36,880
32.12,41.34,24.54,97.99,881
10.38,47.98,39.47,97.83,882
24.68,26.51,48.06,99.25,883
34.15,32.12,32.0,98.27,884
46.58,25.07,28.47,100.12,885
28.71,25.47,44.26,98.44,886
29.4,41.42,25.62,96.43,887
34.07,29.55,34.17,97.79,888
17.82,44.73,34.43,96.97,889
24.85,30.83,43.04,98.72,890
39.87,35.3,21.45,96.61,891
36.93,39.48,20.51,96.91,892
31.54,33.57,32.77,97.89,893
18.6,35.96,40.95,95.51,894
29.4,23.4,45.13,97.93,895
43.94,28.08,25.7,97.72,896
32.22,31.52,33.52,97.26,897
40.77,33.82,25.45,100.04,898
29.64,36.57,30.6,96.82,899
22.51,50.79,25.2,98.51,900
30.91,44.91,23.09,98.9,901
39.1,37.37,20.65,97.12,902
32.98,40.52,25.91,99.41,903
31.79,37.84,28.91,98.54,904
32.82,36.34,28.75,97.91,905
39.44,33.8,25.93,99.16,906
42.9,34.59,20.65,98.15,907
34.69,37.84,26.5,99.03,908
48.41,30.98,18.63,98.03,909
31.21,34.44,31.98,97.62,910
47.01,30.93,18.96,96.9,911
30.74,18.58,48.63,97.96,912
35.28,48.53,14.43,98.24,913
25.85,38.04,32.65,96.53,914
36.13,28.69,34.03,98.85,915
25.74,28.03,41.28,95.06,916
22.79,27.58,47.71,98.09,917
36.77,29.12,33.12,99.0,918
28.39,40.61,29.01,98.0,919
19.33,36.95,40.66,96.94,920
14.71,45.24,36.53,96.48,921
49.07,16.87,31.78,97.72,922
43.99,20.0,33.86,97.85,923
32.59,28.53,36.72,97.84,924
49.52,21.7,25.68,96.89,925
36.17,43.67,17.19,97.02,926
36.8,37.05,23.11,96.97,927
37.28,28.45,31.94,97.67,928
37.8,30.27,28.65,96.71,929
40.95,22.82,35.0,98.77,930
25.39,40.06,32.35,97.81,931
21.79,53.99,21.29,97.07,932
38.12,15.73,44.25,98.1,933
35.32,24.2,38.48,98.0,934
29.25,38.67,30.7,98.62,935
30.16,36.18,31.61,97.96,936
39.09,22.56,35.21,96.86,937
32.94,37.38,27.93,98.26,938
38.55,26.3,32.12,96.97,939
35.16,35.51,24.62,95.29,940
33.67,30.3,33.25,97.21,941
39.73,25.24,32.34,97.31,942
25.65,41.68,30.2,97.53,943
47.42,17.3,32.36,97.08,944
29.43,22.8,44.44,96.68,945
25.54,28.11,45.28,98.93,946
27.05,38.93,30.41,96.39,947
32.56,25.97,38.45,96.98,948
30.24,49.87,18.5,98.61,949
42.36,22.76,32.14,97.25,950
40.29,15.18,43.09,98.56,951
21.21,26.82,48.05,96.08,952
33.67,38.74,25.7,98.11,953
35.65,20.96,41.22,97.83,954
39.9,39.2,17.52,96.62,955
19.98,30.99,47.62,98.6,956
30.56,27.03,39.67,97.26,957
40.23,33.72,21.46,95.41,958
30.93,39.69,25.96,96.58,959
29.83,24.22,43.96,98.0,960
40.55,24.26,32.91,97.72,961
32.16,44.48,22.31,98.95,962
37.85,33.08,25.58,96.51,963
28.6,28.32,40.34,97.26,964
34.45,29.54,31.55,95.54,965
30.6,24.32,40.05,94.96,966
45.47,22.96,27.53,95.96,967
6.71,44.37,44.7,95.79,968
43.03,16.03,37.92,96.98,969
15.08,32.24,49.28,96.6,970
26.47,29.17,40.41,96.04,971
24.07,32.88,40.46,97.41,972
36.27,18.71,41.87,96.85,973
24.81,40.18,29.72,94.71,974
33.61,35.21,29.21,98.04,975
38.99,22.6,34.24,95.83,976
18.3,29.37,48.49,96.16,977
23.63,36.37,35.82,95.82,978
28.77,28.33,38.8,95.9,979
22.5,42.1,32.53,97.13,980
42.6,18.35,35.56,96.51,981
18.94,48.94,28.76,96.65,982
28.23,37.12,31.19,96.55,983
35.69,32.81,28.66,97.17,984
42.89,39.81,12.25,94.95,985
23.88,30.66,42.78,97.32,986
35.29,17.47,41.93,94.69,987
42.98,26.98,25.02,94.98,988
26.42,46.55,21.44,94.41,989
35.25,28.43,33.93,97.61,990
46.65,24.51,25.56,96.73,991
29.08,27.27,38.69,95.04,992
37.98,15.01,43.87,96.86,993
34.68,18.75,43.65,97.09,994
46.3,27.05,23.77,97.12,995
39.19,46.35,10.44,95.98,996
37.26,28.85,29.01,95.12,997
24.35,47.52,26.24,98.11,998
28.94,39.74,27.55,96.23,999
42.31,37.0,16.59,95.91,1000
37.67,35.12,22.92,95.7,1001
27.35,25.69,43.01,96.05,1002
37.22,28.0,31.19,96.4,1003
29.33,39.72,27.62,96.68,1004
37.63,23.58,35.72,96.93,1005
22.53,30.59,43.86,96.98,1006
36.25,26.16,34.6,97.01,1007
34.17,32.26,30.09,96.52,1008
35.77,39.55,20.44,95.76,1009
29.23,33.16,33.28,95.67,1010
35.73,30.84,30.02,96.58,1011
30.48,18.43,46.39,95.3,1012
39.89,30.36,27.37,97.62,1013
29.69,34.45,30.92,95.06,1014
29.42,35.53,30.5,95.45,1015
31.45,28.96,34.29,94.69,1016
41.78,31.77,20.82,94.37,1017
50.74,18.05,26.36,95.15,1018
39.41,32.61,25.02,97.03,1019
35.23,28.28,31.64,95.15,1020
35.68,34.32,25.3,95.3,1021
44.74,35.86,15.06,95.66,1022
12.83,40.37,43.38,96.58,1023
22.79,27.11,46.68,96.58,1024
39.95,43.65,11.17,94.76,1025
31.68,35.28,30.38,97.34,1026
31.74,43.37,21.68,96.79,1027
28.4,44.13,22.99,95.53,1028
27.94,35.06,33.53,96.53,1029
39.41,27.79,26.57,93.77,1030
30.02,24.58,41.68,96.29,1031
25.34,27.21,41.7,94.25,1032
28.54,32.4,34.1,95.05,1033
39.94,31.28,22.45,93.68,1034
25.56,45.33,24.14,95.03,1035
30.57,29.57,35.87,96.01,1036
35.15,40.54,19.25,94.94,1037
30.95,35.26,27.72,93.93,1038
34.86,25.91,33.68,94.45,1039
39.77,29.2,26.11,95.08,1040
28.01,27.28,40.24,95.53,1041
30.4,32.16,31.85,94.41,1042
25.01,40.65,30.0,95.66,1043
34.48,23.27,39.01,96.77,1044
28.01,30.25,35.71,93.97,1045
28.52,27.0,38.31,93.83,1046
32.45,25.06,36.56,94.07,1047
27.03,32.41,34.6,94.05,1048
15.92,41.01,38.51,95.44,1049
48.61,22.76,22.64,94.01,1050
14.56,38.39,42.08,95.04,1051
29.29,28.8,36.49,94.58,1052
46.92,22.76,25.22,94.89,1053
31.72,34.31,27.08,93.11,1054
32.55,35.03,28.01,95.58,1055
26.61,27.91,39.95,94.48,1056
37.35,20.17,35.82,93.35,1057
30.57,38.42,25.22,94.21,1058
34.34,34.7,25.68,94.72,1059
31.78,48.25,15.38,95.41,1060
32.19,31.49,29.57,93.26,1061
29.02,35.74,29.38,94.14,1062
32.59,31.0,30.8,94.39,1063
34.9,35.66,23.56,94.11,1064
20.52,30.64,43.83,95.0,1065
34.27,31.38,27.47,93.12,1066
25.99,31.87,35.71,93.57,1067
28.92,32.64,33.2,94.76,1068
42.04,13.42,40.27,95.74,1069
29.99,28.28,34.79,93.07,1070
28.16,26.27,41.55,95.98,1071
38.93,20.8,34.06,93.79,1072
26.66,36.62,30.63,93.91,1073
35.56,27.88,30.81,94.25,1074
27.78,40.32,26.0,94.11,1075
26.21,32.28,35.64,94.12,1076
34.0,34.89,24.84,93.73,1077
25.84,35.8,32.31,93.95,1078
29.14,39.73,26.08,94.95,1079
45.5,25.35,25.73,96.58,1080
34.15,24.64,33.36,92.15,1081
27.68,32.72,34.9,95.3,1082
29.33,44.25,18.06,91.64,1083
22.07,39.32,33.13,94.52,1084
48.02,24.71,21.36,94.1,1085
25.15,24.4,44.94,94.49,1086
34.98,35.57,24.09,94.64,1087
35.16,26.58,33.91,95.65,1088
17.84,44.54,30.89,93.27,1089
32.16,28.62,32.25,93.03,1090
33.62,34.68,27.3,95.59,1091
13.93,37.73,42.89,94.56,1092
36.11,45.27,12.22,93.6,1093
27.16,42.11,24.36,93.64,1094
28.56,27.25,38.45,94.27,1095
34.53,48.36,10.53,93.42,1096
32.0,32.83,30.06,94.9,1097
29.57,30.72,34.13,94.43,1098
29.04,28.57,35.41,93.02,1099
44.68,22.62,26.28,93.59,1100
32.76,36.61,23.84,93.21,1101
33.18,31.23,31.11,95.52,1102
27.48,22.89,44.24,94.6,1103
26.14,35.92,31.82,93.89,1104
15.57,28.31,50.68,94.56,1105
31.97,13.73,49.4,95.1,1106
26.88,39.05,29.2,95.13,1107
29.1,22.76,41.8,93.65,1108
37.01,33.95,22.79,93.74,1109
40.96,35.27,17.51,93.74,1110
30.53,41.38,22.18,94.09,1111
14.03,39.1,40.42,93.56,1112
37.14,28.4,28.28,93.82,1113
17.49,34.95,43.03,95.47,1114
45.1,19.38,30.13,94.61,1115
25.12,39.95,27.88,92.95,1116
17.79,32.99,42.57,93.35,1117
34.33,26.62,32.76,93.71,1118
27.96,33.64,30.7,92.3,1119
41.0,16.66,37.84,95.5,1120
28.21,17.16,48.37,93.74,1121
28.09,37.42,29.06,94.57,1122
31.03,20.08,42.59,93.71,1123
35.4,20.74,38.16,94.3,1124
29.57,36.87,29.06,95.49,1125
32.62,29.08,31.97,93.67,1126
23.94,47.53,23.75,95.22,1127
38.32,33.15,20.95,92.41,1128
33.52,22.46,36.44,92.41,1129
26.94,27.43,38.32,92.69,1130
28.68,32.15,32.55,93.37,1131
27.3,28.51,39.17,94.99,1132
29.9,36.26,27.17,93.33,1133
40.58,25.06,27.16,92.8,1134
39.83,30.74,22.84,93.41,1135
32.3,26.61,35.52,94.42,1136
28.45,26.45,39.33,94.23,1137
16.77,46.43,30.36,93.56,1138
17.67,33.37,44.12,95.16,1139
30.9,23.09,38.69,92.67,1140
31.6,24.44,36.08,92.12,1141
26.85,34.5,34.77,96.12,1142
16.02,41.0,36.57,93.58,1143
43.52,32.61,16.26,92.39,1144
30.39,33.48,30.77,94.64,1145
31.62,26.79,35.07,93.48,1146
18.48,28.29,46.17,92.94,1147
18.5,24.15,48.41,91.07,1148
50.31,11.08,31.58,92.96,1149
25.15,18.29,48.06,91.5,1150
37.68,37.49,17.88,93.06,1151
49.02,12.51,30.93,92.46,1152
29.4,26.98,36.1,92.47,1153
17.45,30.31,45.14,92.91,1154
41.09,27.19,24.85,93.12,1155
31.58,31.83,31.21,94.61,1156
36.22,27.51,30.36,94.08,1157
24.16,33.14,34.61,91.91,1158
22.92,42.91,28.39,94.22,1159
42.98,30.67,19.65,93.31,1160
41.2,24.14,27.3,92.64,1161
37.19,17.51,38.5,93.21,1162
35.35,33.62,26.13,95.1,1163
39.74,31.9,19.91,91.55,1164
26.93,29.51,36.89,93.34,1165
23.57,28.17,41.37,93.12,1166
35.27,21.6,36.52,93.39,1167
24.76,37.37,31.83,93.97,1168
11.25,45.71,38.23,95.19,1169
23.0,35.62,32.41,91.02,1170
32.64,30.74,29.9,93.27,1171
32.4,28.14,31.06,91.6,1172
35.59,30.02,27.21,92.82,1173
24.45,27.73,39.65,91.83,1174
19.79,38.42,35.8,94.02,1175
39.83,36.07,15.63,91.53,1176
34.9,24.48,33.47,92.85,1177
31.28,38.55,24.39,94.21,1178
33.4,20.38,38.85,92.63,1179
30.95,37.32,24.29,92.55,1180
37.67,27.86,27.59,93.12,1181
27.91,37.03,27.99,92.93,1182
33.15,38.96,20.69,92.8,1183
21.43,37.04,35.35,93.82,1184
28.18,45.39,19.37,92.94,1185
31.82,31.06,29.13,92.01,1186
36.65,29.46,25.27,91.37,1187
10.18,40.74,41.45,92.38,1188
38.56,32.3,21.38,92.23,1189
42.17,17.4,30.49,90.06,1190
39.38,24.23,28.78,92.39,1191
39.22,31.23,22.48,92.92,1192
18.9,48.02,23.8,90.71,1193
35.16,25.73,33.53,94.41,1194
38.02,14.48,39.67,92.17,1195
36.38,29.95,28.31,94.65,1196
19.94,35.42,35.56,90.92,1197
27.98,32.07,32.99,93.03,1198
45.36,26.34,21.44,93.14,1199
39.37,21.2,30.92,91.49,1200
28.55,34.52,30.55,93.62,1201
20.32,25.71,47.32,93.35,1202
44.66,20.97,27.09,92.72,1203
29.94,15.95,44.84,90.73,1204
27.27,42.67,20.9,90.84,1205
34.63,25.21,32.23,92.06,1206
25.63,22.96,42.44,91.04,1207
28.51,26.64,36.44,91.59,1208
31.68,32.25,27.08,91.01,1209
12.95,46.06,33.42,92.43,1210
32.95,27.77,31.76,92.47,1211
29.69,44.06,18.53,92.28,1212
27.39,33.56,31.11,92.06,1213
31.32,36.69,23.57,91.58,1214
16.12,42.06,33.63,91.81,1215
29.74,30.65,30.94,91.33,1216
29.31,40.51,22.85,92.67,1217
25.1,25.42,40.96,91.48,1218
35.91,35.81,22.15,93.87,1219
25.53,25.68,41.02,92.24,1220
37.18,29.18,24.39,90.75,1221
35.53,24.57,32.18,92.28,1222
42.03,31.65,18.82,92.5,1223
32.95,38.2,19.05,90.2,1224
28.13,28.58,34.25,90.96,1225
31.74,26.78,32.3,90.82,1226
38.37,27.04,25.4,90.81,1227
26.31,32.54,34.09,92.94,1228
28.86,23.43,39.79,92.08,1229
14.94,42.28,33.21,90.44,1230
14.79,25.87,50.18,90.84,1231
30.51,21.34,37.72,89.57,1232
37.98,41.67,9.67,89.32,1233
41.81,15.99,34.71,92.52,1234
33.75,38.27,19.25,91.26,1235
40.04,20.76,30.26,91.05,1236
30.2,38.65,21.97,90.82,1237
25.73,33.15,32.7,91.58,1238
39.48,31.63,20.48,91.58,1239
24.08,30.29,38.03,92.4,1240
32.66,27.95,30.16,90.77,1241
33.11,32.02,24.94,90.06,1242
20.67,41.6,29.65,91.93,1243
21.26,44.38,27.34,92.98,1244
32.08,25.86,36.13,94.07,1245
32.66,42.36,16.0,91.02,1246
34.46,25.77,30.72,90.94,1247
34.54,27.27,29.01,90.82,1248
29.46,43.64,19.87,92.98,1249
19.9,28.93,42.25,91.08,1250
13.79,45.18,32.17,91.14,1251
20.96,25.72,43.68,90.36,1252
26.31,21.02,43.28,90.6,1253
23.04,40.93,27.69,91.66,1254
26.0,29.23,34.82,90.04,1255
29.88,33.88,26.87,90.63,1256
30.38,37.86,24.5,92.75,1257
31.57,24.57,33.75,89.88,1258
46.48,27.71,17.94,92.14,1259
32.88,24.14,34.01,91.03,1260
38.91,31.39,20.91,91.21,1261
20.1,42.46,27.06,89.62,1262
35.85,30.38,23.44,89.66,1263
15.12,29.53,47.45,92.1,1264
23.59,24.43,41.89,89.92,1265
16.2,37.69,37.33,91.22,1266
54.44,14.29,23.16,91.89,1267
21.41,22.83,45.63,89.87,1268
47.51,39.78,4.87,92.16,1269
26.6,24.94,39.15,90.69,1270
49.52,8.94,33.51,91.97,1271
36.68,16.31,38.02,91.01,1272
37.35,30.6,22.54,90.49,1273
28.7,31.14,30.32,90.16,1274
14.58,39.09,36.28,89.95,1275
30.02,25.92,35.57,91.51,1276
23.04,36.61,29.86,89.52,1277
32.21,41.31,16.41,89.92,1278
35.06,28.0,26.55,89.61,1279
32.6,29.29,28.31,90.2,1280
28.12,23.93,38.48,90.53,1281
32.34,33.23,24.72,90.29,1282
32.46,28.33,29.18,89.97,1283
36.53,27.57,25.86,89.95,1284
42.24,22.32,26.37,90.93,1285
33.43,20.75,36.04,90.22,1286
38.63,26.0,25.87,90.5,1287
28.03,44.86,16.7,89.59,1288
26.57,23.6,39.9,90.07,1289
38.7,23.1,27.94,89.73,1290
23.42,37.96,29.61,90.98,1291
24.68,33.45,29.67,87.8,1292
31.73,31.67,26.53,89.93,1293
26.09,30.98,33.44,90.52,1294
25.98,25.83,38.6,90.41,1295
40.18,29.61,19.34,89.13,1296
40.77,22.99,25.97,89.73,1297
30.58,19.91,39.91,90.4,1298
40.17,31.42,19.91,91.49,1299
18.16,24.24,48.87,91.26,1300
47.61,23.03,19.79,90.43,1301
38.05,23.24,28.8,90.1,1302
23.55,29.35,36.38,89.29,1303
36.15,35.46,19.19,90.8,1304
36.23,28.7,25.74,90.67,1305
16.22,42.5,31.37,90.09,1306
31.33,20.85,40.05,92.23,1307
25.1,38.62,25.76,89.48,1308
31.14,30.43,28.72,90.29,1309
26.0,32.54,30.08,88.62,1310
26.26,36.07,28.81,91.14,1311
17.35,35.6,37.16,90.1,1312
32.8,23.22,33.95,89.97,1313
32.38,47.25,9.68,89.32,1314
34.39,27.44,27.51,89.33,1315
36.92,32.68,20.89,90.5,1316
31.71,36.6,21.01,89.31,1317
31.32,38.28,20.78,90.38,1318
35.37,33.17,20.99,89.53,1319
17.39,41.12,29.75,88.27,1320
21.0,30.85,37.25,89.09,1321
42.89,33.87,13.28,90.04,1322
22.96,13.24,54.14,90.34,1323
22.69,23.78,43.82,90.3,1324
12.73,28.86,47.73,89.32,1325
19.32,26.72,44.0,90.04,1326
33.29,22.34,34.42,90.06,1327
41.21,27.6,20.74,89.55,1328
41.96,5.24,42.15,89.35,1329
29.23,32.67,26.62,88.52,1330
32.68,27.93,29.38,89.99,1331
24.34,37.76,27.4,89.5,1332
32.18,22.13,36.09,90.4,1333
31.02,37.44,21.77,90.23,1334
20.99,27.23,40.18,88.4,1335
34.99,23.11,30.73,88.83,1336
20.05,35.24,35.36,90.65,1337
28.76,37.12,24.35,90.23,1338
27.95,37.97,24.56,90.48,1339
36.6,23.49,29.88,89.97,1340
37.32,29.5,21.83,88.65,1341
32.86,13.66,43.65,90.17,1342
26.42,21.3,42.6,90.32,1343
41.53,22.64,25.57,89.74,1344
28.94,38.62,21.98,89.53,1345
14.34,32.92,42.45,89.71,1346
19.74,27.87,43.73,91.35,1347
25.28,25.57,38.76,89.61,1348
36.39,33.68,18.27,88.34,1349
38.86,22.93,27.04,88.83,1350
30.3,30.01,29.79,90.1,1351
20.8,24.88,42.09,87.77,1352
40.85,17.89,28.72,87.45,1353
32.54,20.41,36.9,89.85,1354
29.19,27.24,33.68,90.11,1355
31.73,29.43,26.57,87.73,1356
36.15,23.53,28.87,88.55,1357
35.06,23.27,28.98,87.3,1358
20.99,35.5,33.25,89.73,1359
34.56,23.85,31.69,90.11,1360
31.14,20.18,37.89,89.21,1361
28.59,29.77,31.0,89.37,1362
27.25,31.29,29.58,88.13,1363
31.03,38.37,20.27,89.67,1364
42.63,17.73,29.63,89.98,1365
37.06,21.16,30.42,88.64,1366
17.9,30.19,40.5,88.59,1367
43.51,34.02,11.06,88.59,1368
31.57,25.82,33.56,90.95,1369
25.16,22.51,42.62,90.3,1370
44.69,16.92,27.04,88.64,1371
35.16,23.03,30.47,88.66,1372
49.1,7.56,31.7,88.35,1373
22.48,38.96,27.31,88.75,1374
29.56,22.51,37.0,89.07,1375
39.75,28.22,20.19,88.16,1376
11.81,47.03,30.32,89.16,1377
25.6,20.08,43.72,89.4,1378
24.74,25.89,38.12,88.75,1379
34.6,7.08,46.59,88.27,1380
35.52,18.2,34.38,88.1,1381
23.39,29.35,35.74,88.48,1382
23.06,30.84,35.46,89.36,1383
39.0,41.86,8.71,89.57,1384
21.38,37.5,30.28,89.17,1385
31.09,31.04,25.95,88.08,1386
37.03,30.72,21.53,89.28,1387
18.71,30.18,37.56,86.44,1388
23.69,35.85,31.11,90.64,1389
30.33,21.64,37.5,89.47,1390
28.19,35.42,23.1,86.71,1391
36.3,27.08,24.97,88.35,1392
21.67,18.2,48.54,88.41,1393
29.26,38.14,21.97,89.37,1394
33.19,36.05,19.03,88.27,1395
17.95,43.14,27.8,88.89,1396
32.67,28.03,29.4,90.1,1397
38.14,25.32,26.17,89.64,1398
12.58,36.92,38.05,87.54,1399
24.19,28.02,36.66,88.87,1400
39.66,19.76,30.21,89.63,1401
33.23,23.99,31.71,88.94,1402
26.22,25.97,36.93,89.12,1403
32.27,21.64,35.01,88.93,1404
52.83,15.68,20.2,88.71,1405
36.76,24.87,27.22,88.84,1406
28.05,37.31,24.56,89.92,1407
20.99,47.85,20.45,89.29,1408
49.59,21.14,18.4,89.13,1409
29.21,30.4,27.79,87.4,1410
34.82,31.94,21.49,88.26,1411
25.56,34.24,28.09,87.9,1412
21.58,50.31,17.51,89.4,1413
29.19,43.35,15.85,88.4,1414
18.37,26.85,42.98,88.2,1415
33.35,14.19,40.77,88.31,1416
21.97,31.0,34.83,87.8,1417
31.29,28.94,28.63,88.86,1418
26.52,32.42,31.15,90.09,1419
26.88,26.01,35.59,88.49,1420
22.6,30.61,35.67,88.88,1421
20.61,33.66,33.52,87.79,1422
39.28,27.72,20.16,87.16,1423
34.85,26.52,26.44,87.81,1424
15.16,39.2,32.79,87.15,1425
44.52,21.2,22.88,88.61,1426
35.27,11.86,39.7,86.84,1427
40.48,21.93,25.19,87.59,1428
22.59,20.76,46.1,89.45,1429
29.5,26.66,31.31,87.47,1430
41.52,17.58,28.47,87.56,1431
38.31,21.53,29.23,89.08,1432
34.82,22.57,30.61,88.01,1433
19.31,54.51,13.99,87.82,1434
32.24,34.39,21.94,88.57,1435
23.7,25.45,38.59,87.74,1436
19.8,46.4,21.06,87.25,1437
28.19,30.7,29.79,88.68,1438
21.86,37.75,27.27,86.88,1439
21.37,28.0,38.83,88.2,1440
20.87,25.39,39.75,86.01,1441
14.54,28.94,44.44,87.92,1442
25.55,33.11,29.43,88.09,1443
39.37,40.43,7.44,87.24,1444
15.13,17.51,55.01,87.64,1445
19.27,36.4,34.23,89.91,1446
17.83,39.48,30.73,88.04,1447
27.46,29.42,31.01,87.89,1448
39.21,23.15,24.86,87.22,1449
23.71,31.58,31.78,87.07,1450
28.29,30.9,28.32,87.51,1451
37.88,18.24,32.45,88.58,1452
32.23,23.23,32.48,87.95,1453
8.96,36.88,42.81,88.65,1454
14.1,40.46,33.76,88.33,1455
28.42,38.19,20.66,87.27,1456
22.28,44.09,21.77,88.14,1457
32.47,28.59,26.89,87.96,1458
27.12,20.56,39.06,86.73,1459
19.75,37.49,31.16,88.4,1460
21.31,20.64,45.48,87.43,1461
25.18,32.19,31.87,89.24,1462
30.04,24.2,32.99,87.23,1463
32.36,13.14,43.3,88.81,1464
9.85,40.86,36.02,86.74,1465
32.63,23.28,31.72,87.63,1466
46.38,18.49,21.93,86.8,1467
28.94,21.32,37.2,87.46,1468
34.68,29.17,24.24,88.08,1469
13.54,31.79,42.43,87.76,1470
9.47,33.59,44.8,87.86,1471
27.93,34.12,26.53,88.58,1472
28.02,26.34,33.31,87.67,1473
18.64,26.87,39.94,85.45,1474
34.8,26.26,27.25,88.31,1475
46.01,8.74,31.23,85.98,1476
7.28,51.49,26.63,85.4,1477
28.83,17.95,40.7,87.48,1478
25.89,39.68,20.61,86.18,1479
27.26,38.06,21.25,86.57,1480
42.32,24.84,20.32,87.49,1481
31.27,39.62,15.21,86.1,1482
42.97,30.12,12.46,85.55,1483
25.42,32.84,28.06,86.32,1484
22.4,38.55,26.84,87.78,1485
47.11,19.06,21.55,87.72,1486
16.7,24.4,46.21,87.31,1487
33.84,23.07,30.64,87.54,1488
19.27,49.44,16.52,85.23,1489
26.44,30.28,29.71,86.43,1490
32.12,30.9,23.97,86.98,1491
27.88,19.68,39.7,87.27,1492
39.8,23.5,23.94,87.24,1493
31.34,22.68,30.81,84.83,1494
25.78,29.74,31.15,86.67,1495
26.76,47.04,15.04,88.84,1496
42.65,20.71,22.96,86.32,1497
25.17,32.21,30.03,87.41,1498
19.53,39.08,25.55,84.16,1499
24.57,26.98,36.06,87.61,1500
22.55,32.46,30.08,85.09,1501
30.9,15.74,40.61,87.25,1502
27.92,33.77,24.88,86.57,1503
22.43,38.04,26.85,87.31,1504
29.16,25.39,31.64,86.18,1505
21.46,36.91,29.89,88.26,1506
23.06,39.41,25.21,87.69,1507
31.43,28.21,26.76,86.4,1508
42.95,17.53,24.8,85.28,1509
33.99,26.96,26.43,87.37,1510
19.42,29.19,37.98,86.59,1511
18.88,26.31,42.94,88.13,1512
5.73,38.17,41.45,85.35,1513
21.08,38.18,27.18,86.44,1514
29.8,28.44,27.73,85.97,1515
34.79,27.68,24.77,87.24,1516
22.35,30.15,33.87,86.36,1517
39.02,23.97,23.99,86.99,1518
44.92,24.29,17.74,86.95,1519
23.1,18.93,44.84,86.88,1520
36.95,22.85,27.34,87.14,1521
25.51,30.48,30.43,86.43,1522
